PING 10.10.10.3 (10.10.10.3) 256(284) bytes of data.
264 bytes from 10.10.10.3: icmp_seq=124 ttl=64 time=11.8 ms
264 bytes from 10.10.10.3: icmp_seq=125 ttl=64 time=11.9 ms
264 bytes from 10.10.10.3: icmp_seq=126 ttl=64 time=8.58 ms
264 bytes from 10.10.10.3: icmp_seq=127 ttl=64 time=9.28 ms
264 bytes from 10.10.10.3: icmp_seq=128 ttl=64 time=9.67 ms
264 bytes from 10.10.10.3: icmp_seq=129 ttl=64 time=10.1 ms
264 bytes from 10.10.10.3: icmp_seq=130 ttl=64 time=12.4 ms
264 bytes from 10.10.10.3: icmp_seq=131 ttl=64 time=11.9 ms
264 bytes from 10.10.10.3: icmp_seq=132 ttl=64 time=11.8 ms
264 bytes from 10.10.10.3: icmp_seq=133 ttl=64 time=11.3 ms
264 bytes from 10.10.10.3: icmp_seq=134 ttl=64 time=11.4 ms
264 bytes from 10.10.10.3: icmp_seq=135 ttl=64 time=9.61 ms
264 bytes from 10.10.10.3: icmp_seq=136 ttl=64 time=12.6 ms
264 bytes from 10.10.10.3: icmp_seq=137 ttl=64 time=9.68 ms
264 bytes from 10.10.10.3: icmp_seq=138 ttl=64 time=12.2 ms
264 bytes from 10.10.10.3: icmp_seq=139 ttl=64 time=10.5 ms
264 bytes from 10.10.10.3: icmp_seq=140 ttl=64 time=12.1 ms
264 bytes from 10.10.10.3: icmp_seq=141 ttl=64 time=14.0 ms
264 bytes from 10.10.10.3: icmp_seq=142 ttl=64 time=12.2 ms
264 bytes from 10.10.10.3: icmp_seq=143 ttl=64 time=12.7 ms
264 bytes from 10.10.10.3: icmp_seq=144 ttl=64 time=7.47 ms
264 bytes from 10.10.10.3: icmp_seq=145 ttl=64 time=7.79 ms
264 bytes from 10.10.10.3: icmp_seq=146 ttl=64 time=10.2 ms
264 bytes from 10.10.10.3: icmp_seq=147 ttl=64 time=7.53 ms
264 bytes from 10.10.10.3: icmp_seq=148 ttl=64 time=11.4 ms
264 bytes from 10.10.10.3: icmp_seq=149 ttl=64 time=10.2 ms
264 bytes from 10.10.10.3: icmp_seq=150 ttl=64 time=12.4 ms
264 bytes from 10.10.10.3: icmp_seq=151 ttl=64 time=10.7 ms
264 bytes from 10.10.10.3: icmp_seq=152 ttl=64 time=11.8 ms
264 bytes from 10.10.10.3: icmp_seq=153 ttl=64 time=11.0 ms
264 bytes from 10.10.10.3: icmp_seq=154 ttl=64 time=12.2 ms
264 bytes from 10.10.10.3: icmp_seq=155 ttl=64 time=12.2 ms
264 bytes from 10.10.10.3: icmp_seq=156 ttl=64 time=12.0 ms
264 bytes from 10.10.10.3: icmp_seq=157 ttl=64 time=13.7 ms
264 bytes from 10.10.10.3: icmp_seq=158 ttl=64 time=11.8 ms
264 bytes from 10.10.10.3: icmp_seq=159 ttl=64 time=10.2 ms
264 bytes from 10.10.10.3: icmp_seq=160 ttl=64 time=9.17 ms
264 bytes from 10.10.10.3: icmp_seq=161 ttl=64 time=9.82 ms
264 bytes from 10.10.10.3: icmp_seq=162 ttl=64 time=11.3 ms
264 bytes from 10.10.10.3: icmp_seq=163 ttl=64 time=13.3 ms
264 bytes from 10.10.10.3: icmp_seq=164 ttl=64 time=10.2 ms
264 bytes from 10.10.10.3: icmp_seq=165 ttl=64 time=10.2 ms
264 bytes from 10.10.10.3: icmp_seq=166 ttl=64 time=9.16 ms
264 bytes from 10.10.10.3: icmp_seq=167 ttl=64 time=11.5 ms
264 bytes from 10.10.10.3: icmp_seq=168 ttl=64 time=12.7 ms
264 bytes from 10.10.10.3: icmp_seq=169 ttl=64 time=13.9 ms
264 bytes from 10.10.10.3: icmp_seq=170 ttl=64 time=13.1 ms
264 bytes from 10.10.10.3: icmp_seq=171 ttl=64 time=9.91 ms
264 bytes from 10.10.10.3: icmp_seq=172 ttl=64 time=21.2 ms
264 bytes from 10.10.10.3: icmp_seq=173 ttl=64 time=21.0 ms
264 bytes from 10.10.10.3: icmp_seq=174 ttl=64 time=20.2 ms
264 bytes from 10.10.10.3: icmp_seq=175 ttl=64 time=21.8 ms
264 bytes from 10.10.10.3: icmp_seq=176 ttl=64 time=20.4 ms
264 bytes from 10.10.10.3: icmp_seq=177 ttl=64 time=20.7 ms
264 bytes from 10.10.10.3: icmp_seq=178 ttl=64 time=20.9 ms
264 bytes from 10.10.10.3: icmp_seq=179 ttl=64 time=21.0 ms
264 bytes from 10.10.10.3: icmp_seq=180 ttl=64 time=18.4 ms

--- 10.10.10.3 ping statistics ---
180 packets transmitted, 180 received, 0% packet loss, time 89688ms
rtt min/avg/max/mdev = 1.158/10.392/21.819/3.175 ms
